Num. Cliente,Producto,Punto de venta,Día,Hora,Articulos,Precio,Empresa,Categoria,Historial Crediticio
5432,Fondos de Inversión,NA,06/04/2024,23:08:02,NA,$690.00,Banorte,Sector Financiero,737
9876,Tarjeta de débito,Chedraui 270,06/23/2024,00:34:29,Artículo 25,"$8,456.00",Chedraui,Clothing,591
9876,Fondos de Inversión,NA,06/04/2024,08:01:21,NA,"$2,033.00",Banorte,Sector Financiero,591
2002,Fondos de Inversión,NA,06/11/2024,17:06:40,NA,"$9,549.00",Banorte,Sector Financiero,389
1001,Fondos de Inversión,NA,06/16/2024,15:33:23,NA,"$6,136.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/23/2024,14:41:02,NA,"$1,278.00",Banorte,Sector Financiero,737
9876,Fondos de Inversión,NA,06/25/2024,01:28:58,NA,"$5,598.00",Banorte,Sector Financiero,591
2002,Fondos de Inversión,NA,06/06/2024,21:10:48,NA,"$2,544.00",Banorte,Sector Financiero,389
6478,Tarjeta de débito,Liverpool 458,06/22/2024,07:11:07,Artículo 34,"$6,459.00",Liverpool,Entretenimiento,611
6478,Afore,NA,06/21/2024,21:55:25,NA,"$1,406.00",Banorte,Sector Financiero,611
5231,Fondos de Inversión,NA,06/15/2024,20:48:25,NA,"$8,408.00",Banorte,Sector Financiero,406
5231,Tarjeta de débito,Oxxo 203,06/29/2024,21:15:34,Artículo 24,"$5,327.00",Oxxo,Alimentos y bebidas,406
2002,Afore,NA,06/18/2024,07:20:25,NA,"$1,153.00",Banorte,Sector Financiero,389
5231,Fondos de Inversión,NA,06/04/2024,12:28:56,NA,"$1,833.00",Banorte,Sector Financiero,406
9876,Afore,NA,07/03/2024,11:33:36,NA,"$1,912.00",Banorte,Sector Financiero,591
5231,Tarjeta de débito,Walmart 955,06/15/2024,11:59:42,Artículo 4,"$8,607.00",Walmart,Supermercado,406
5231,Tarjeta de crédito,Uber Eats 185,06/11/2024,08:47:51,Artículo 4,"$5,517.00",Uber Eats,Entretenimiento,406
5432,Tarjeta de débito,iShop 725,06/07/2024,01:31:12,Artículo 35,"$3,762.00",iShop,Electronics,737
9876,Afore,NA,06/28/2024,02:14:42,NA,"$3,478.00",Banorte,Sector Financiero,591
5432,Afore,NA,07/04/2024,23:48:36,NA,"$6,529.00",Banorte,Sector Financiero,737
8765,Afore,NA,06/26/2024,12:04:19,NA,$229.00,Banorte,Sector Financiero,480
7555,Tarjeta de crédito,Cinemex 531,06/15/2024,22:18:13,Artículo 19,"$8,261.00",Cinemex,Clothing,659
8765,Fondos de Inversión,NA,07/01/2024,11:53:21,NA,"$3,272.00",Banorte,Sector Financiero,480
1234,Tarjeta de débito,Banorte 601,06/14/2024,12:13:22,Artículo 30,"$3,534.00",Banorte,Entretenimiento,571
5231,Fondos de Inversión,NA,06/06/2024,17:52:55,NA,"$2,700.00",Banorte,Sector Financiero,406
5432,Tarjeta de crédito,El Palacio de Hierro 995,06/26/2024,06:06:01,Artículo 42,"$6,537.00",El Palacio de Hierro,Tecnología,737
6478,Tarjeta de débito,El Palacio de Hierro 731,06/06/2024,11:14:05,Artículo 10,"$6,788.00",El Palacio de Hierro,Clothing,611
2002,Fondos de Inversión,NA,06/28/2024,06:26:36,NA,"$6,846.00",Banorte,Sector Financiero,389
8765,Afore,NA,06/25/2024,06:13:49,NA,"$2,035.00",Banorte,Sector Financiero,480
1001,Tarjeta de crédito,Walmart 942,06/07/2024,00:27:09,Artículo 30,"$8,360.00",Walmart,Electronics,736
6478,Afore,NA,07/02/2024,09:14:23,NA,$650.00,Banorte,Sector Financiero,611
9876,Afore,NA,06/18/2024,06:29:04,NA,"$1,667.00",Banorte,Sector Financiero,591
6478,Tarjeta de débito,Amazon 171,06/08/2024,21:49:59,Artículo 27,"$8,555.00",Amazon,Alimentos y bebidas,611
8765,Tarjeta de débito,Starbucks 152,06/29/2024,08:02:31,Artículo 42,"$2,558.00",Starbucks,Retail,480
5231,Fondos de Inversión,NA,06/15/2024,02:50:13,NA,"$9,955.00",Banorte,Sector Financiero,406
1001,Fondos de Inversión,NA,06/09/2024,09:12:29,NA,"$7,951.00",Banorte,Sector Financiero,736
9980,Fondos de Inversión,NA,07/02/2024,18:25:18,NA,"$4,035.00",Banorte,Sector Financiero,501
6478,Fondos de Inversión,NA,07/03/2024,06:51:42,NA,"$4,585.00",Banorte,Sector Financiero,611
5231,Tarjeta de crédito,iShop 403,06/19/2024,21:55:00,Artículo 2,"$6,471.00",iShop,Restaurant,406
8765,Tarjeta de crédito,Starbucks 88,07/02/2024,17:58:16,Artículo 10,"$4,655.00",Starbucks,Alimentos y bebidas,480
9876,Fondos de Inversión,NA,07/03/2024,10:58:15,NA,"$4,607.00",Banorte,Sector Financiero,591
8765,Afore,NA,06/18/2024,06:46:11,NA,"$6,748.00",Banorte,Sector Financiero,480
8765,Fondos de Inversión,NA,06/04/2024,16:30:15,NA,"$5,846.00",Banorte,Sector Financiero,480
8765,Tarjeta de crédito,Spotify 130,06/25/2024,19:22:04,Artículo 44,"$2,959.00",Spotify,Alimentos y bebidas,480
2002,Fondos de Inversión,NA,06/28/2024,11:06:45,NA,$156.00,Banorte,Sector Financiero,389
5231,Fondos de Inversión,NA,06/29/2024,21:20:24,NA,"$9,221.00",Banorte,Sector Financiero,406
2002,Afore,NA,06/10/2024,08:54:17,NA,"$3,468.00",Banorte,Sector Financiero,389
7555,Tarjeta de débito,Chedraui 833,06/17/2024,00:25:02,Artículo 34,"$7,916.00",Chedraui,E-commerce,659
9980,Afore,NA,07/04/2024,23:34:25,NA,"$8,271.00",Banorte,Sector Financiero,501
1234,Fondos de Inversión,NA,06/27/2024,15:19:19,NA,"$9,029.00",Banorte,Sector Financiero,571
5231,Afore,NA,06/11/2024,15:11:44,NA,"$7,047.00",Banorte,Sector Financiero,406
7555,Tarjeta de débito,Soriana 658,06/27/2024,20:31:41,Artículo 44,"$6,344.00",Soriana,Retail,659
1001,Tarjeta de crédito,Cinemex 411,06/05/2024,17:10:32,Artículo 12,"$5,436.00",Cinemex,Supermercado,736
2002,Tarjeta de crédito,Uber Eats 602,06/30/2024,21:03:31,Artículo 20,"$4,808.00",Uber Eats,Alimentos y bebidas,389
9980,Tarjeta de débito,iShop 94,06/26/2024,12:27:16,Artículo 2,"$7,207.00",iShop,Alimentos y bebidas,501
9980,Afore,NA,06/13/2024,18:41:54,NA,$272.00,Banorte,Sector Financiero,501
1234,Fondos de Inversión,NA,06/26/2024,03:37:20,NA,"$7,531.00",Banorte,Sector Financiero,571
1234,Tarjeta de débito,Cinemex 565,06/19/2024,18:02:44,Artículo 50,$93.00,Cinemex,Comida a domicilio,571
5432,Tarjeta de débito,Sanborns 455,06/22/2024,13:24:25,Artículo 22,"$8,518.00",Sanborns,Restaurant,737
2002,Fondos de Inversión,NA,06/21/2024,15:41:32,NA,"$2,867.00",Banorte,Sector Financiero,389
5432,Afore,NA,06/10/2024,08:16:59,NA,"$3,777.00",Banorte,Sector Financiero,737
1001,Fondos de Inversión,NA,06/30/2024,05:33:57,NA,"$4,630.00",Banorte,Sector Financiero,736
5231,Tarjeta de crédito,Uber Eats 642,06/10/2024,12:38:34,Artículo 39,"$1,422.00",Uber Eats,Clothing,406
5432,Tarjeta de crédito,El Palacio de Hierro 836,06/19/2024,13:23:04,Artículo 18,"$5,492.00",El Palacio de Hierro,Comida a domicilio,737
9876,Afore,NA,07/03/2024,00:05:35,NA,"$1,949.00",Banorte,Sector Financiero,591
1001,Tarjeta de débito,Mercado Libre 952,07/03/2024,03:46:16,Artículo 20,"$2,735.00",Mercado Libre,Clothing,736
5432,Afore,NA,07/04/2024,05:46:45,NA,"$4,562.00",Banorte,Sector Financiero,737
1001,Tarjeta de crédito,Oxxo 293,06/21/2024,22:58:43,Artículo 9,"$9,355.00",Oxxo,Alimentos y bebidas,736
6478,Tarjeta de débito,Amazon 704,06/09/2024,06:31:21,Artículo 12,$577.00,Amazon,Entretenimiento,611
9980,Tarjeta de crédito,Mercado Libre 380,06/14/2024,21:21:24,Artículo 1,"$7,689.00",Mercado Libre,Restaurant,501
5231,Fondos de Inversión,NA,06/18/2024,16:12:11,NA,"$7,045.00",Banorte,Sector Financiero,406
7555,Afore,NA,06/09/2024,03:34:11,NA,"$9,436.00",Banorte,Sector Financiero,659
9980,Tarjeta de débito,Banorte 396,06/24/2024,08:44:04,Artículo 6,"$7,623.00",Banorte,Comida a domicilio,501
9980,Tarjeta de crédito,Walmart 106,07/04/2024,04:44:49,Artículo 44,"$2,178.00",Walmart,Tecnología,501
9876,Tarjeta de crédito,Cinemex 793,06/25/2024,19:07:01,Artículo 27,"$4,940.00",Cinemex,Supermercado,591
6478,Afore,NA,06/21/2024,18:23:08,NA,"$4,415.00",Banorte,Sector Financiero,611
8765,Afore,NA,06/24/2024,19:44:37,NA,$727.00,Banorte,Sector Financiero,480
2002,Tarjeta de débito,Amazon 365,06/27/2024,18:23:22,Artículo 19,"$7,427.00",Amazon,Supermercado,389
9876,Tarjeta de crédito,Uber Eats 875,07/01/2024,14:41:08,Artículo 24,"$6,374.00",Uber Eats,Retail,591
2002,Afore,NA,06/06/2024,08:30:05,NA,"$9,575.00",Banorte,Sector Financiero,389
5231,Tarjeta de crédito,Banorte 638,06/22/2024,21:26:42,Artículo 33,"$3,159.00",Banorte,Electronics,406
1234,Tarjeta de débito,Mercado Libre 381,06/11/2024,14:25:36,Artículo 48,"$2,240.00",Mercado Libre,Alimentos y bebidas,571
2002,Tarjeta de débito,Amazon 949,06/24/2024,10:14:29,Artículo 28,"$3,469.00",Amazon,Comida a domicilio,389
1234,Tarjeta de débito,Chedraui 315,06/15/2024,10:14:28,Artículo 36,"$5,702.00",Chedraui,Electronics,571
6478,Tarjeta de crédito,Chedraui 759,06/06/2024,08:07:41,Artículo 9,"$5,342.00",Chedraui,Clothing,611
5432,Fondos de Inversión,NA,06/14/2024,09:49:15,NA,"$7,782.00",Banorte,Sector Financiero,737
7555,Tarjeta de crédito,Starbucks 393,06/18/2024,11:02:44,Artículo 32,"$3,538.00",Starbucks,Electronics,659
5432,Afore,NA,06/25/2024,19:02:23,NA,"$7,471.00",Banorte,Sector Financiero,737
5231,Afore,NA,06/08/2024,06:17:28,NA,"$2,084.00",Banorte,Sector Financiero,406
2002,Fondos de Inversión,NA,07/03/2024,04:47:38,NA,"$5,272.00",Banorte,Sector Financiero,389
7555,Afore,NA,07/01/2024,06:17:12,NA,"$6,060.00",Banorte,Sector Financiero,659
5432,Tarjeta de crédito,Amazon 375,07/02/2024,03:44:24,Artículo 41,"$2,495.00",Amazon,Comida a domicilio,737
7555,Afore,NA,06/10/2024,02:25:15,NA,"$8,459.00",Banorte,Sector Financiero,659
2002,Tarjeta de crédito,iShop 529,06/17/2024,08:00:48,Artículo 5,"$2,123.00",iShop,Comida a domicilio,389
1001,Fondos de Inversión,NA,06/11/2024,14:15:53,NA,"$3,747.00",Banorte,Sector Financiero,736
5231,Afore,NA,06/15/2024,02:03:45,NA,"$6,352.00",Banorte,Sector Financiero,406
5231,Tarjeta de débito,Amazon 49,06/07/2024,12:55:15,Artículo 22,"$4,032.00",Amazon,Electronics,406
9980,Tarjeta de débito,Soriana 623,06/07/2024,13:10:19,Artículo 34,$287.00,Soriana,Electronics,501
1001,Afore,NA,06/23/2024,08:35:48,NA,"$4,999.00",Banorte,Sector Financiero,736
8765,Fondos de Inversión,NA,06/27/2024,07:44:46,NA,"$8,860.00",Banorte,Sector Financiero,480
7555,Tarjeta de crédito,Soriana 571,06/16/2024,23:26:41,Artículo 37,"$3,616.00",Soriana,Alimentos y bebidas,659
9980,Fondos de Inversión,NA,06/27/2024,00:45:08,NA,$507.00,Banorte,Sector Financiero,501
9876,Tarjeta de débito,Starbucks 3,06/14/2024,22:12:10,Artículo 8,"$6,523.00",Starbucks,Supermercado,591
9876,Tarjeta de débito,Mercado Libre 342,06/07/2024,11:42:04,Artículo 10,"$6,026.00",Mercado Libre,Alimentos y bebidas,591
9980,Tarjeta de débito,Mercado Libre 265,06/25/2024,01:04:52,Artículo 37,"$9,818.00",Mercado Libre,E-commerce,501
5432,Afore,NA,06/21/2024,15:22:36,NA,"$2,607.00",Banorte,Sector Financiero,737
5231,Tarjeta de débito,Uber Eats 384,06/14/2024,07:42:24,Artículo 47,"$6,158.00",Uber Eats,Electronics,406
1234,Afore,NA,06/30/2024,14:14:43,NA,$972.00,Banorte,Sector Financiero,571
9876,Afore,NA,06/26/2024,05:30:27,NA,"$1,083.00",Banorte,Sector Financiero,591
5231,Tarjeta de débito,Sanborns 884,06/29/2024,15:52:12,Artículo 17,"$5,087.00",Sanborns,Entretenimiento,406
2002,Tarjeta de débito,Liverpool 684,06/18/2024,06:02:44,Artículo 26,"$1,575.00",Liverpool,Comida a domicilio,389
7555,Tarjeta de débito,Soriana 125,07/01/2024,19:31:18,Artículo 17,"$5,196.00",Soriana,Restaurant,659
9876,Fondos de Inversión,NA,07/04/2024,20:09:20,NA,"$1,295.00",Banorte,Sector Financiero,591
7555,Fondos de Inversión,NA,06/08/2024,11:15:25,NA,"$8,420.00",Banorte,Sector Financiero,659
7555,Tarjeta de débito,Amazon 107,06/15/2024,20:36:42,Artículo 12,"$4,941.00",Amazon,Restaurant,659
5432,Tarjeta de débito,Sanborns 179,06/21/2024,01:52:35,Artículo 19,"$1,707.00",Sanborns,Alimentos y bebidas,737
7555,Fondos de Inversión,NA,06/10/2024,00:23:27,NA,"$5,699.00",Banorte,Sector Financiero,659
9980,Afore,NA,06/06/2024,23:21:27,NA,$358.00,Banorte,Sector Financiero,501
5432,Tarjeta de débito,Uber Eats 931,06/28/2024,19:06:11,Artículo 32,"$5,332.00",Uber Eats,Entretenimiento,737
5231,Fondos de Inversión,NA,06/26/2024,19:39:14,NA,"$4,793.00",Banorte,Sector Financiero,406
6478,Tarjeta de débito,Mercado Libre 291,06/05/2024,13:27:30,Artículo 43,"$2,097.00",Mercado Libre,Comida a domicilio,611
9876,Tarjeta de débito,Sanborns 918,06/29/2024,20:22:33,Artículo 28,"$3,046.00",Sanborns,Restaurant,591
8765,Fondos de Inversión,NA,06/26/2024,00:20:59,NA,"$6,978.00",Banorte,Sector Financiero,480
9876,Fondos de Inversión,NA,06/14/2024,14:25:02,NA,"$7,865.00",Banorte,Sector Financiero,591
9876,Tarjeta de débito,iShop 401,06/19/2024,10:09:37,Artículo 7,"$4,327.00",iShop,E-commerce,591
7555,Fondos de Inversión,NA,06/22/2024,06:14:51,NA,"$2,237.00",Banorte,Sector Financiero,659
7555,Tarjeta de crédito,Oxxo 448,06/12/2024,16:22:57,Artículo 23,"$6,504.00",Oxxo,Restaurant,659
7555,Afore,NA,06/19/2024,16:45:06,NA,"$9,242.00",Banorte,Sector Financiero,659
8765,Tarjeta de débito,Cinemex 661,06/25/2024,21:57:06,Artículo 35,"$4,078.00",Cinemex,E-commerce,480
9980,Fondos de Inversión,NA,06/08/2024,16:30:04,NA,"$3,906.00",Banorte,Sector Financiero,501
6478,Tarjeta de débito,Mercado Libre 393,06/16/2024,07:21:09,Artículo 17,"$7,386.00",Mercado Libre,Clothing,611
8765,Fondos de Inversión,NA,06/23/2024,00:00:03,NA,"$2,685.00",Banorte,Sector Financiero,480
1001,Afore,NA,06/24/2024,23:00:41,NA,"$6,790.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/18/2024,06:33:58,NA,"$5,857.00",Banorte,Sector Financiero,737
2002,Afore,NA,06/16/2024,20:09:33,NA,"$4,754.00",Banorte,Sector Financiero,389
1234,Tarjeta de crédito,Starbucks 798,07/02/2024,07:51:23,Artículo 45,"$4,045.00",Starbucks,Comida a domicilio,571
9876,Tarjeta de crédito,Sanborns 126,06/20/2024,01:01:26,Artículo 39,"$6,966.00",Sanborns,Electronics,591
5432,Afore,NA,06/17/2024,00:11:39,NA,$774.00,Banorte,Sector Financiero,737
7555,Fondos de Inversión,NA,06/07/2024,03:01:18,NA,"$2,421.00",Banorte,Sector Financiero,659
6478,Tarjeta de débito,Starbucks 500,07/02/2024,23:32:54,Artículo 17,"$5,942.00",Starbucks,Alimentos y bebidas,611
7555,Afore,NA,06/05/2024,23:26:58,NA,"$6,387.00",Banorte,Sector Financiero,659
6478,Tarjeta de crédito,Cinemex 581,06/22/2024,20:32:17,Artículo 36,"$7,914.00",Cinemex,Tecnología,611
1234,Fondos de Inversión,NA,06/15/2024,16:35:10,NA,$838.00,Banorte,Sector Financiero,571
9876,Tarjeta de crédito,Soriana 444,06/18/2024,19:10:11,Artículo 29,"$3,320.00",Soriana,Entretenimiento,591
8765,Tarjeta de débito,Banorte 764,06/28/2024,01:59:55,Artículo 31,"$5,971.00",Banorte,Electronics,480
5231,Tarjeta de crédito,Banorte 510,06/08/2024,12:10:15,Artículo 31,$276.00,Banorte,Restaurant,406
9980,Tarjeta de débito,Chedraui 715,06/07/2024,23:45:29,Artículo 2,"$9,243.00",Chedraui,Restaurant,501
1001,Tarjeta de débito,Soriana 790,06/12/2024,18:34:58,Artículo 3,"$8,422.00",Soriana,Alimentos y bebidas,736
9876,Tarjeta de débito,Mercado Libre 947,06/19/2024,17:10:48,Artículo 49,"$4,280.00",Mercado Libre,Alimentos y bebidas,591
2002,Fondos de Inversión,NA,06/06/2024,09:01:54,NA,"$4,633.00",Banorte,Sector Financiero,389
5231,Afore,NA,06/18/2024,07:09:00,NA,"$3,565.00",Banorte,Sector Financiero,406
5432,Tarjeta de débito,Walmart 681,06/05/2024,21:59:28,Artículo 18,"$6,655.00",Walmart,Supermercado,737
7555,Fondos de Inversión,NA,06/26/2024,02:17:25,NA,"$2,783.00",Banorte,Sector Financiero,659
8765,Afore,NA,07/02/2024,22:59:50,NA,"$8,306.00",Banorte,Sector Financiero,480
9876,Tarjeta de crédito,El Palacio de Hierro 366,06/15/2024,23:28:39,Artículo 50,"$1,180.00",El Palacio de Hierro,Alimentos y bebidas,591
5231,Tarjeta de débito,Oxxo 720,06/12/2024,03:21:15,Artículo 18,"$8,494.00",Oxxo,Comida a domicilio,406
7555,Tarjeta de crédito,Walmart 699,07/02/2024,16:14:40,Artículo 50,"$7,648.00",Walmart,E-commerce,659
9876,Afore,NA,06/18/2024,14:44:14,NA,"$7,087.00",Banorte,Sector Financiero,591
1234,Tarjeta de crédito,Banorte 426,06/04/2024,15:57:41,Artículo 40,"$4,596.00",Banorte,Retail,571
6478,Fondos de Inversión,NA,06/19/2024,15:09:59,NA,"$3,625.00",Banorte,Sector Financiero,611
1234,Tarjeta de débito,Liverpool 207,06/17/2024,16:05:13,Artículo 10,"$4,662.00",Liverpool,Tecnología,571
1001,Afore,NA,06/07/2024,06:02:17,NA,"$1,594.00",Banorte,Sector Financiero,736
9980,Afore,NA,06/23/2024,19:28:47,NA,"$9,715.00",Banorte,Sector Financiero,501
7555,Afore,NA,06/12/2024,17:23:56,NA,$348.00,Banorte,Sector Financiero,659
5432,Afore,NA,06/17/2024,20:24:51,NA,$150.00,Banorte,Sector Financiero,737
6478,Tarjeta de débito,Sanborns 106,06/16/2024,10:03:07,Artículo 15,"$4,755.00",Sanborns,Electronics,611
7555,Fondos de Inversión,NA,06/30/2024,17:55:25,NA,"$2,338.00",Banorte,Sector Financiero,659
1001,Tarjeta de crédito,Spotify 760,06/15/2024,14:02:38,Artículo 40,"$8,656.00",Spotify,Comida a domicilio,736
1234,Fondos de Inversión,NA,06/21/2024,18:44:58,NA,"$2,965.00",Banorte,Sector Financiero,571
8765,Tarjeta de crédito,Soriana 696,06/28/2024,23:52:18,Artículo 49,"$1,702.00",Soriana,Electronics,480
5231,Fondos de Inversión,NA,06/08/2024,17:09:54,NA,"$2,978.00",Banorte,Sector Financiero,406
9876,Tarjeta de débito,Starbucks 96,06/23/2024,06:28:08,Artículo 19,"$1,873.00",Starbucks,Tecnología,591
1001,Tarjeta de crédito,Uber Eats 986,06/22/2024,03:58:56,Artículo 20,$982.00,Uber Eats,Restaurant,736
2002,Fondos de Inversión,NA,06/22/2024,04:28:25,NA,"$8,456.00",Banorte,Sector Financiero,389
1001,Tarjeta de débito,Starbucks 746,06/09/2024,10:22:14,Artículo 30,"$1,800.00",Starbucks,E-commerce,736
6478,Tarjeta de débito,Chedraui 884,06/25/2024,13:16:13,Artículo 26,"$1,461.00",Chedraui,E-commerce,611
2002,Tarjeta de crédito,Cinemex 498,06/23/2024,12:32:22,Artículo 2,"$9,567.00",Cinemex,E-commerce,389
9980,Fondos de Inversión,NA,06/10/2024,05:37:06,NA,"$2,869.00",Banorte,Sector Financiero,501
2002,Fondos de Inversión,NA,06/24/2024,18:38:26,NA,"$1,744.00",Banorte,Sector Financiero,389
2002,Fondos de Inversión,NA,06/10/2024,02:41:49,NA,$779.00,Banorte,Sector Financiero,389
5432,Afore,NA,06/29/2024,10:19:50,NA,"$1,523.00",Banorte,Sector Financiero,737
1234,Tarjeta de débito,Mercado Libre 398,06/05/2024,00:03:37,Artículo 6,"$4,141.00",Mercado Libre,Supermercado,571
8765,Tarjeta de crédito,Soriana 923,06/07/2024,18:49:26,Artículo 19,"$2,865.00",Soriana,Alimentos y bebidas,480
1001,Fondos de Inversión,NA,06/12/2024,12:36:53,NA,"$8,029.00",Banorte,Sector Financiero,736
5432,Tarjeta de crédito,Cinemex 1,06/07/2024,09:05:45,Artículo 23,"$5,822.00",Cinemex,Alimentos y bebidas,737
1234,Tarjeta de débito,Amazon 238,06/28/2024,09:09:03,Artículo 33,"$5,827.00",Amazon,Retail,571
6478,Tarjeta de débito,Uber Eats 718,06/10/2024,06:27:35,Artículo 38,"$7,200.00",Uber Eats,Retail,611
5432,Tarjeta de débito,iShop 637,06/20/2024,07:16:31,Artículo 44,"$5,382.00",iShop,Comida a domicilio,737
9980,Fondos de Inversión,NA,07/02/2024,08:16:10,NA,$200.00,Banorte,Sector Financiero,501
2002,Tarjeta de crédito,Uber Eats 567,06/22/2024,06:53:36,Artículo 27,"$3,958.00",Uber Eats,Supermercado,389
9980,Tarjeta de débito,Soriana 542,06/23/2024,16:03:46,Artículo 38,"$1,503.00",Soriana,Retail,501
9876,Tarjeta de crédito,Mercado Libre 513,06/23/2024,01:58:49,Artículo 45,"$4,693.00",Mercado Libre,E-commerce,591
8765,Fondos de Inversión,NA,06/11/2024,14:22:55,NA,$864.00,Banorte,Sector Financiero,480
7555,Tarjeta de crédito,Sanborns 439,06/06/2024,06:12:40,Artículo 19,"$3,728.00",Sanborns,Restaurant,659
5231,Tarjeta de débito,El Palacio de Hierro 376,06/17/2024,09:40:12,Artículo 28,"$2,248.00",El Palacio de Hierro,Clothing,406
5432,Fondos de Inversión,NA,06/08/2024,22:55:07,NA,"$3,983.00",Banorte,Sector Financiero,737
8765,Tarjeta de débito,Oxxo 808,06/07/2024,08:17:23,Artículo 45,"$7,813.00",Oxxo,Clothing,480
1001,Fondos de Inversión,NA,06/18/2024,14:16:12,NA,"$9,787.00",Banorte,Sector Financiero,736
8765,Fondos de Inversión,NA,06/27/2024,14:29:46,NA,"$4,694.00",Banorte,Sector Financiero,480
5432,Tarjeta de débito,Banorte 204,06/06/2024,01:16:24,Artículo 9,"$4,092.00",Banorte,Entretenimiento,737
9980,Afore,NA,07/03/2024,23:13:21,NA,"$3,692.00",Banorte,Sector Financiero,501
1234,Fondos de Inversión,NA,07/04/2024,08:21:18,NA,"$9,265.00",Banorte,Sector Financiero,571
9876,Tarjeta de crédito,Cinemex 370,06/13/2024,04:24:03,Artículo 35,"$2,810.00",Cinemex,Alimentos y bebidas,591
1001,Tarjeta de débito,Mercado Libre 228,06/13/2024,07:03:18,Artículo 1,"$9,943.00",Mercado Libre,Electronics,736
6478,Fondos de Inversión,NA,06/23/2024,21:04:22,NA,"$8,243.00",Banorte,Sector Financiero,611
5231,Fondos de Inversión,NA,07/03/2024,04:00:42,NA,"$4,463.00",Banorte,Sector Financiero,406
1234,Tarjeta de crédito,Banorte 19,06/16/2024,22:35:52,Artículo 41,"$6,665.00",Banorte,E-commerce,571
5432,Tarjeta de débito,Spotify 3,07/03/2024,15:43:40,Artículo 28,"$2,353.00",Spotify,Alimentos y bebidas,737
1234,Fondos de Inversión,NA,06/18/2024,06:07:14,NA,"$2,317.00",Banorte,Sector Financiero,571
5231,Fondos de Inversión,NA,07/01/2024,09:48:27,NA,"$1,927.00",Banorte,Sector Financiero,406
1234,Tarjeta de débito,Sanborns 615,06/29/2024,15:55:33,Artículo 32,"$6,897.00",Sanborns,Electronics,571
6478,Tarjeta de crédito,Walmart 529,07/01/2024,21:23:13,Artículo 50,"$3,434.00",Walmart,Entretenimiento,611
6478,Fondos de Inversión,NA,06/06/2024,16:06:54,NA,"$6,002.00",Banorte,Sector Financiero,611
5231,Tarjeta de crédito,Starbucks 756,07/01/2024,08:01:26,Artículo 34,"$7,051.00",Starbucks,Alimentos y bebidas,406
9876,Fondos de Inversión,NA,06/08/2024,10:56:39,NA,"$1,299.00",Banorte,Sector Financiero,591
8765,Tarjeta de crédito,Banorte 990,06/10/2024,22:51:32,Artículo 4,"$5,789.00",Banorte,E-commerce,480
